Date,Open,High,Low,Close,Adj Close,Volume,Days
2020-07-08,30.75,33.360001,30.559999,33.099998,33.099998,11022300,240
2020-07-09,33.830002,34.240002,31.85,32.82,32.82,7927300,241
2020-07-10,32.41,33.099998,31.76,32.43,32.43,5215800,242
2020-07-13,32.549999,32.869999,29.33,29.5,29.5,11732400,243
2020-07-14,29,30.4,27.540001,30.215,30.215,13161000,244
2020-07-15,31.15,32.959999,30.799999,32.560001,32.560001,11668800,245
2020-07-16,32.5,36.119999,31.77,35.639999,35.639999,18160300,246
2020-07-17,36.650002,36.880001,34.59,35.360001,35.360001,11155100,247
2020-07-20,35.419998,36.75,34.759998,35.41,35.41,8417900,248
2020-07-21,36.299999,38.84,35.950001,37.549999,37.549999,15166900,249
2020-07-22,37.799999,38.029999,35.84,37.75,37.75,9975100,250
2020-07-23,37.662998,38.349998,35.410999,36.209999,36.209999,9840200,251
2020-07-24,35.305,37.68,34.18,37.549999,37.549999,10971300,252
2020-07-27,37.549999,38.040001,32.389999,35.115002,35.115002,27022200,253
2020-07-28,35.970001,36.099998,34.299999,34.630001,34.630001,11493800,254
2020-07-29,35,36.240002,33.57,35.889999,35.889999,11040700,255
2020-07-30,34.637001,35.650002,34.459999,34.790001,34.790001,7599900,256
2020-07-31,35.459999,35.77,32.279999,33.375,33.375,14494200,257
2020-08-03,32.84,33.290001,31.65,32.950001,32.950001,8513200,258
2020-08-04,32.380001,33.84,32.299999,33.060001,33.060001,4402900,259
2020-08-05,33.290001,33.700001,32.110001,32.549999,32.549999,4611300,260
2020-08-06,32.369999,34.27,32.369999,33.650002,33.650002,6755100,261
2020-08-07,34.450001,35.419998,33.509998,34.09,34.09,8890500,262
2020-08-10,34.049999,34.099998,30.51,31.610001,31.610001,16120100,263
2020-08-11,32.099998,33.227001,31.5,32.040001,32.040001,9547200,264
2020-08-12,32.470001,34.080002,31.91,33.740002,33.740002,8417200,265
2020-08-13,34.799999,36.169998,34.159,36.049999,36.049999,12792800,266
2020-08-14,34.004002,35.5,32.419998,33.91,33.91,24298300,267
2020-08-17,34.16,35.73,33.459999,34.68,34.68,7929900,268
2020-08-18,35,37.610001,34.869999,37.209999,37.209999,12503400,269
2020-08-19,37.009998,38.169998,36.220001,36.27,36.27,8393100,270
2020-08-20,35.5,37.02,35.099998,36.32,36.32,6016000,271
2020-08-21,36.009998,36.595001,34.645,35.150002,35.150002,6439000,272
2020-08-24,35.709999,35.900002,34.279999,35.810001,35.810001,7599300,273
2020-08-25,35.880001,40.060001,35.43,39.060001,39.060001,26762600,274
2020-08-26,39.59,40.720001,38.150002,38.860001,38.860001,16781700,275
2020-08-27,37.189999,40.439999,36.509998,39.060001,39.060001,16452900,276
2020-08-28,37.990002,38.610001,36.189999,36.32,36.32,18584400,277
2020-08-31,36.52,37.34,34.849998,35.360001,35.360001,8565800,278
2020-09-01,35.400002,37.18,35.220001,36.93,36.93,7733100,279
2020-09-02,41.07,41.293999,37.110001,39.900002,39.900002,50147500,280
2020-09-03,39.830002,40.889999,37.200001,38.27,38.27,17915500,281
2020-09-04,37.939999,38.970001,34.470001,37,37,12715300,282
2020-09-08,35.599998,38.169998,35.52,37.009998,37.009998,8492500,283
2020-09-09,38.299999,40.810001,37.099998,40.380001,40.380001,17851900,284
2020-09-10,41.075001,44.080002,40.549999,42.540001,42.540001,29967000,285
2020-09-11,43.200001,43.880001,40.299999,41.459999,41.459999,14763000,286
2020-09-14,41.970001,49.310001,40.330002,48.619999,48.619999,50201000,287
2020-09-15,47.790001,49.880001,46.511002,48.209999,48.209999,34987900,288
2020-09-16,49.91,53.254002,49.5,51.029999,51.029999,49445400,289
2020-09-17,49.099998,54.32,48.049999,53.110001,53.110001,48095500,290
2020-09-18,53.25,55.700001,52.599998,55.389999,55.389999,36566600,291
2020-09-21,53.32,53.98,49.099998,51.490002,51.490002,30988000,292
2020-09-22,52.299999,54.759998,51.669998,53.939999,53.939999,19666000,293
2020-09-23,53.944,54.958,50.009998,50.119999,50.119999,14877600,294
2020-09-24,49.400002,51.849998,47.101002,50.57,50.57,21008500,295
2020-09-25,53.470001,53.59,51.400002,53.189999,53.189999,21776800,296
2020-09-28,55.25,58.389999,53.849998,56.889999,56.889999,28655800,297
2020-09-29,57.32,59.450001,55.599998,55.740002,55.740002,32564100,298
2020-09-30,56.200001,59.119999,55.799999,58.84,58.84,19002800,299
2020-10-01,61.779999,62.73,59.82,61.830002,61.830002,24122700,300
2020-10-02,58.990002,64.190002,58.849998,63.779999,63.779999,20483900,301
2020-10-05,61.34,62.450001,58.599998,60.549999,60.549999,34511900,302
2020-10-06,59.950001,60.360001,55.799999,56.779999,56.779999,27202700,303
2020-10-07,52.860001,54.880001,52.200001,53.330002,53.330002,65474600,304
2020-10-08,54.158001,54.779999,50.610001,51.130001,51.130001,37242500,305
2020-10-09,50.75,51.700001,48.259998,48.82,48.82,29572800,306
2020-10-12,51.009998,52.52,50.330002,50.599998,50.599998,31713500,307
2020-10-13,50.849998,51.400002,49.525002,51.18,51.18,19134200,308
2020-10-14,51.509998,52.220001,47.5,47.560001,47.560001,27246700,309
2020-10-15,47.52,48.470001,44.799999,45,45,36048200,310
2020-10-16,45.5,46.529999,43.5,44.34,44.34,39295700,311
2020-10-19,44.43,44.970001,41.700001,44.580002,44.580002,49951400,312
2020-10-20,43.009998,44.970001,42.299999,42.529999,42.529999,70239700,313
2020-10-21,42.91,43.82,41.25,41.5,41.5,34853900,314
2020-10-22,41.849998,43.07,40.43,43,43,37578200,315
2020-10-23,43.117001,43.490002,41.759998,42.740002,42.740002,23078900,316
2020-10-26,42.150002,42.639999,39.349998,39.689999,39.689999,32577900,317
2020-10-27,40.540001,40.689999,37.900002,38.700001,38.700001,29019700,318
2020-10-28,37.599998,40.009998,37.119999,38.150002,38.150002,27173700,319
2020-10-29,39.099998,39.349998,37.27,37.369999,37.369999,19740600,320
2020-10-30,37.43,38.18,34.900002,35.400002,35.400002,24856800,321
2020-11-02,35.57,36.669998,35.02,35.720001,35.720001,18077400,322
2020-11-03,36.330002,37.759998,35.84,37.470001,37.470001,19587600,323
2020-11-04,39.43,40.790001,38.330002,39.459999,39.459999,28877500,324
2020-11-05,41.27,43.599998,40.82,43.029999,43.029999,31924100,325
2020-11-06,42.23,42.66,41.169998,42.32,42.32,18198500,326
2020-11-09,44.169998,44.490002,41.470001,41.5,41.5,21113400,327
2020-11-10,40.790001,41.09,38.439999,40.360001,40.360001,17118800,328
2020-11-11,40.77,41.867001,39.75,41.639999,41.639999,12613500,329
2020-11-12,40.939999,42.09,40.860001,41.25,41.25,14407200,330
2020-11-13,45.400002,45.5,42.220001,42.84,42.84,50356100,331
2020-11-16,42.400002,42.82,40.810001,42.73,42.73,15999600,332
2020-11-17,44.200001,46.830002,43.25,46.610001,46.610001,33970500,333
2020-11-18,47.099998,49.060001,46.630001,47.68,47.68,35497900,334
2020-11-19,48.75,50.02,48.139999,49.32,49.32,25892100,335
2020-11-20,49.790001,50.049999,47.389999,48.23,48.23,25416700,336
2020-11-23,48.5,48.880001,46.900002,48.029999,48.029999,18142500,337
2020-11-24,48.346001,49.040001,46.610001,47.889999,47.889999,17707600,338
2020-11-25,47.790001,51.080002,47.77,50.23,50.23,23223100,339
2020-11-27,51.82,52.98,50.707001,52.75,52.75,15833100,340
2020-11-30,53.5,53.720001,49.080002,52.360001,52.360001,24757400,341
2020-12-01,52.355999,52.66,49.939999,50.779999,50.779999,15525300,342
2020-12-02,49.360001,51.490002,48.419998,51.099998,51.099998,11952600,343
2020-12-03,50.099998,51.84,49.549999,50.060001,50.060001,14833500,344
2020-12-04,50.243,50.950001,49.080002,49.25,49.25,13044000,345
2020-12-07,49.41,50.580002,47.630001,47.93,47.93,15649000,346
2020-12-08,47.490002,50.904999,45.709999,50.849998,50.849998,28733500,347
2020-12-09,50.099998,53.439999,48.330002,48.939999,48.939999,36523000,348
2020-12-10,48.330002,50.169998,47.776001,50.110001,50.110001,13172800,349
2020-12-11,49.970001,51.299999,48.943001,50.09,50.09,14363900,350
2020-12-14,50.98,51.540001,49.77,50.580002,50.580002,12597000,351
2020-12-15,51.150002,51.18,49.810001,50.5,50.5,11735700,352
2020-12-16,50.82,54.34,50.130001,53.799999,53.799999,26323200,353
2020-12-17,53.970001,55.470001,52.799999,55.200001,55.200001,21196300,354
2020-12-18,55.169998,55.98,52.130001,53.900002,53.900002,21257500,355
2020-12-21,51.950001,54.240002,51.799999,53.34,53.34,12148000,356
2020-12-22,53.849998,54.400002,50.880001,52.400002,52.400002,12317800,357
2020-12-23,52.576,54.730999,51.41,53.889999,53.889999,13863800,358
2020-12-24,54,54.487,51.950001,52.110001,52.110001,6275300,359
2020-12-28,52.360001,52.619999,48.560001,48.959999,48.959999,15618600,360
2020-12-29,49.040001,49.5,47.279999,48.110001,48.110001,13393800,361
2020-12-30,48.060001,49.990002,47.75,48.950001,48.950001,9497200,362
2020-12-31,48.897999,48.950001,46.52,46.560001,46.560001,14606500,363
2021-01-04,47,47.23,44.5,44.860001,44.860001,14106500,364
2021-01-05,44.349998,47.779999,44.104,47.580002,47.580002,15146800,365
2021-01-06,51.341999,51.799999,47.919998,48.994999,48.994999,40876800,366
2021-01-07,50.060001,50.400002,49.215,49.77,49.77,13108800,367
2021-01-08,50.310001,52.619999,49.91,52,52,18242400,368
2021-01-11,50.900002,54.299999,49.810001,53.599998,53.599998,14488700,369
2021-01-12,53.919998,55.580002,52.709999,53.389999,53.389999,17030400,370
2021-01-13,53.509998,55.23,52.619999,54.630001,54.630001,11517600,371
2021-01-14,55.07,56.77,54.599998,54.919998,54.919998,11362000,372
2021-01-15,54.509998,55.029999,51.700001,53.700001,53.700001,10013600,373
2021-01-19,53.830002,53.919998,50.779999,51.290001,51.290001,16063800,374
2021-01-20,53.924999,54.099998,52.07,53.18,53.18,11507500,375
2021-01-21,53.580002,54.445,52.66,53.560001,53.560001,8633700,376
2021-01-22,52.889999,53.560001,51.75,52.529999,52.529999,9262400,377
